polarity;tweet
0;gustavotmendes valeu dunga e felipe melo felipe melo brilha muito no brasil só resta agora torcer para a argentina o melhor time que restou
0;jeelima dunga burro vsf time liiiiixo vai lá leva o felipe melo na proxima y fica lá na africa agora o puto some
0;babiguerreiro rt @o_robinhotinha td pra dar merdafelipe melo aff + juíz japonês ele apita o q + mick jagger amuleto #bra #copa #dungaburro
0;domleonardo junto com o felipe melo e o juíz rt @kibelocoem que país o dunga vai morar agora #copa
0;juhmacdowell o dunga deve estar surrando/gritando/enlouqecendo/dando uma * bronca no felipe melo hahaha
0;lipe_marrentin #bra brazil dunga burro dunga burro felipe melo fdp
0;dandemori rt @viiiholiveirajaponeses filhos da puta dunga filho da puta felipe melo filho da puta vai td mundo se fude tbm
0;bimatiemmi legal #bra fora da copa felipe melo infeliz
0;tlslopes rt @danielg_ramosdunga burro felipe melo filho da puta e twitter lixo
0;liviaperdigao felipe melo filho da putaaaaaaaaaaaaaaaa dunga burro
0;lipe_marrentin #bra brazil dunga burro dunga burro felipe melo fdp
0;lipe_marrentin #bra brazil dunga burro dunga burro felipe melo fdp ¬¬
0;_jullia rt @eduardosuritakaka lixo dunga filho da puta felipe melo filho da puta michel bastos lixo time lixo
0;tallittasousa rt @eduardosuritakaka lixo dunga filho da puta felipe melo filho da puta michel bastos lixo time lixo
0;eduardoekarla kalil fala serio o tardelli ñ iria fazer bosta nenhuma nesta seleção pelo amor de deeus dunga e mediocre fora felipe melo volta filipão
0;dnlgomes #felipe melo fdp kaka fdp dunga fdp robinho fdp e o resto também tudo fdp
0;laubagatin amanhã agente vai ler que o dunga foi demitido e o felipe melo açoitado bom pelo menos o que eu espero
0;viviilacerda com juiz e bandeirinha não marcando nada a favor do brasil felipe melo fazendo merda dunga não tirando na hora certa ia perder msm
0;lipe_marrentin #bra brazil dunga burro dunga burro felipe melo fdp fdp ¬¬
0;rocha_jr nada pra falar do brasil o jogo começa com felipe melo dando passe pra gol podia esperar mais o que dele dunga burro
0;tauanamoura dunga fdp felipe melo desequilibradoooo burrooo
0;quenndi o povo tinha q esperar o felipe melo no aeroporto e dar uma coça nesse fdp e outra no dunga burro por ter convocado
0;babizitxa mick jager pé frio dunga burro felipe melo fdp e júlio césar continua sendo uma deliciiiia
0;cabeto_01 no dia da convocação o #bra inteiro cantou a cena felipe melo expulso e dunga sem opção no banco não culpem os jogadores dunga burro
0;mauriciokalil felipe melo o unico que aparece no fifa 2010 no winning eleven e no mortal kombat
0;alexandre_8 felipe melo fudeu a seleção / kaka pipocou / melhores da #worldcup 2010
0;wellingtonishio galvão covarde se o brasil ganha felipe melo o rei mas como perdeu o cara o culpado na boa cala a boca galvão
0;cinthia_beatriz ronaldo critica no twitterfelipe melo não deve passar as férias no brasil http://migre me/tnhk #ge3
0;ericsonsobrinho rt @oclaudiotorreso felipe melo foi o melhor jogador da holanda em campo
0;nataliaarocha essa copa não deu mas to confiante brasil 2014 e falando sério kaka e felipe melo não fizeram porra nenhuma nesse jogo
0;muriloandradexd a culpa do dunga burro e do felipe melo aquele idiota eu twittei antes do jogo seu filho da puta
0;luana_barcellos juiz fraco comprado bandeirinha filho duma puta dunga burro felipe melo cagão
0;osielbarreto não deu dunga errou felipe melo errou julio cesar errou e a copa pro brasil acabou secar a argentina
0;regianecasa chupa dunga levar felipe melo foi o grande erro
0;tatianads felipe melo o cara o cara que fudeu o brasil
0;fabfvaz eu não queria estar na pele do felipe melo e do dunga agora definitivamente não
0;caio_sheik brasil o kct quero saber do meu sao paulo na libertadores só tenho pena do felipe melo que vai levar a culpa de qm n jogo nada né kaka
0;antonetto e começa a era felipe melo rt @blogdonoblatacabou a era dunga http://bit ly/9bn9yo
0;luizaaugusto brasil perdeu o dunga burro e o felipe melo um fdp mas a vida continua né que venha 2014
0;jeeh_gonzalez dunga burro + felipe melo fdp + julio cesar frango
0;odiegonunes o felipe melo burro foi expulso 2 vezes nos 3 jogos que jogou não foi 3 porque o dunga substituiu ele contra portugal
0;_guusth culpa de tudo dunga burro mick jagger pé frio felipe melo ogro idiota aquele sobre tudo ridiculo
0;fimoliveira felipe melo afundou o #bra gol contra e expulsão #felipemeloburro
0;pedrinjor que que eu falei dunga eh burro da tchau agora valeu felipe melo se eh crack
0;v_ceni q lastima felipe melo comprometeu mais não éo culpado o burro sem duvida o dunga
0;leeonunes felipe melo o único jogador encontrado no fifa 2010 no winning eleven e no mortal kombat haha
0;alex_norad adeus hexa dunga burro e felipe melo filho da puta @@@@@
0;viiigu felipe melo fdp o dunga mto burro devia ter tirado o felipe melo e o kaka logo no começo do segundo tempo @
0;juniorpcampos pasmem #bra desliga no 2º tempo felipe melo surta o que nos sobra agora torcer pro paraguai arriba
0;rodrigo__dias júnior cansou de elogiar o exfla felipe melo no gol do #bra mas não abriu a boca qdo ele falhou nos gols da ned e foi expulso
0;guihenriquepl axei q felipe melo jogasse pelo brasil #paraguai
0;moreiralucas_ felipe melo só pode ta comendo o dunga pra ele falar que o felipe melo jogador de qualidade
0;pioka @louisebatera felipe melo e o dunga vamos combinar
0;gabriellaczar dunga foi foi apunhalado por felipe melo que entrou na copa pedindo um cartão vermelho luiz zini pires
0;rafanoga e graças a dunga e a felipe melo meu plano infinity da tim vai acabar para o ano #bandodeputo
0;mariassalazar que mundial tan mierda gracias felipe melo cdtm ojalá tus compañeros de equipo te den tu merecido #brasilungrande holanda #hdp
0;"calciostreaming #streaming calcio l&#x27;olanda elimina il brasile melo autogol ed espulsione http://su diggita it/9ioagd #calcio;"
0;sarahvivas to mt puta o dunga tbm e mt burro en vezes de tira o felipe melo coloca o l fabiano e ficar com 3 atacantes e com o kaka e o robinho +
0;tbrandes felipe melo fdp dunga burro
0;alex_norad adeus hexa dunga burro e felipe melo fdp @@@@@
0;bambuzadasims felipe melo otário dunga burro cala boca galvao fiquem por ai na africa bando de fdp beijo pra tu thaty doida
0;murilosavi felipe melo burro pra que fazer aquilo dunga burro só levou gente fraca pra fica no banco
0;andreluizmotta cala a boca galvão dunga burro felipe melo sem comentários
0;mirandez felipe melo o único jogador encontrado no fifa 2010 no winning eleven e no mortal kombat
0;luana_barcellos juiz fraco comprado bandeirinha filho duma puta dunga burro felipe melo cagão argh
0;valmirmark rt @babizitxamick jager pé frio dunga burro felipe melo fdp e júlio césar continua sendo uma deliciiiia
0;vitor_brito felipe melo não deve vir para o brasil tão cedo
0;lolacarli o povo puta revolts entrando em cmms comodunga burro odeio felipe melo a culpa do mick jagger vamos crescer né galera
0;mimiounana acabou a copa q cosa tristeeee melo expulso q cosa triste dunga muy burro que cosa triiiiiste #musicavisa
0;dannog80 ronaldo twita que felipe melo não deve tirar ferias no brasil concordo
0;brendaduartee rt @laizastangese eu fosse o felipe melo eu nunca mais sairia de casa e se eu fosse o dunga eu me mudaria para um lugar bem desconhec
0;interneyblogs brasil eliminado desconte no felipe melo de primeira http://goo gl/fb/gtam1
0;nataliadamato essa gente eh mto ignorante nada a ver culpar o dunga ele eh um otimo tecnico qm estragou tudo foi o felipe melo #idiota
0;x_renan_x felipe melo 2x1 #bra
0;mandynosaur felipe melo o único jogador encontrado no fifa 2010 no winning eleven e no mortal kombat
0;danilo_o_o felipe melo esse #fdp como o dunga outro burro chama um cara desse os dois vai toma no cú com assento caray _|_
0;ricky_tlovers rt @rickytavaresvlw dunga burro isso ai espertao leva o felipe melo na proxima
0;cassinha_lela caramaba que raiva velho dunga mto burro felipe melo um fdp e mick jagger um pé frio da desgraça
0;_daniimoura dunga burro felipe melo imbecil #bra
0;aloisiocmelo e triste viu a culpa não foi só do felipe melo não foi da falta de humildade de uns jogadores e do dunga #dungaburro
0;mih_84 felipe melo que decepção será qe ele tava preparado dunga
0;mfalthmann rt @asteroidbarrt @macmasifelipe melo o único jogador que você encontra no fifa 2010 no winning eleven e no mortal kombat
0;moytao ficou claro que felipe melo um lixo e como diriam as criancinhas da áfricadunga burro dunga burro
0;aaugusto_cajuri felipe melo mto ídolo valeu dunga valeu sneijder agora tá facil pra argentina rumo ao tri mundial
0;evertchou o #bra inteiro ficaria consolado com a derrota se o felipe melo se suicidasse no vestiário depois q foi expulso
0;moret_ não que a expulsão do felipe melo não prejudicou o brasil mas agora tem um bode espiatório
0;gustavozupak brasil nao perdeu por falta de ganso ou gaucho faltou cabeça a todos felipe melo faz parte do todo
0;adonaiteles teoria conspiratóriafelipe melo foi infiltrado pela fifa pra evitar o hexa do brasil golpe literalmente de mestre
0;hugogueules o emocional pesou felipe melo endoidou dunga errou o brasil se lascou e o povo chorou
0;rafinha_farias analisar o brasil por vitórias fácil dificil ver os problemas que o time sempre teve felipe melo cusão dunga vagabundo
0;guitarflip brasil na cadeia felipe melo eh ruim demais pqp
0;mih_84 felipe melo que decepção será qe ele tava preparado dunga
0;kaiqued2 a baleiia veio atentar minha vida junto com felipe melo e dunga
0;caioamc melo do dungaeu vou eu vou p casa agora eu vou pararia
0;manuzitaaaa rt @ervilhosauditart @eduardosurita kaka lixo dunga filho da puta felipe melo filho da puta michel bastos lixo time lixo // filho
0;whyjazzzy felipe melo desgraçado dunga burro não quero ouvir desculpas #bra #dungaburro
0;fabianorodrigo valeu dunga mandou muito bem o felipe melo e o julio cesar menos q cagaram tudo
0;rafinhascott deixar claro aqui o meu ódio eterno pelo felipe melo e pelo dunga to muito bravo cara enfiaram no cu a nossa copa do mundo
0;isayoliveira ah cara a culpa não foi do dunga ele nem imaginava que o burro do felipe melo ia fazer merda
0;lauraniehues se o felipe melo tivesse sido expulso nos primeiros minutos do jogo o jogo ia ser 5 a 0 pro brasil
0;hellenbravo o felipe melo não tem culpa culpado o dunga que o convocou e deixou ele em campo fazendo merda #dungaburro
0;kelly_rr felipe melo fdp adeus hexa cala boca galvao dunga burro enfim
0;allana_araujo se eu fosse o felipe melo agora nem jogaria mais pelo brasil vai ficar marcado como o ficou o roberto carlos ao arrumar a meia ridículo
0;gu4440072 felipe melo irresponsável dunga mais ainda por confiar em um babaca desses
0;heyluuiz e essa derrota do brasil teve seu lado bom porque agora o fdp do dunga vai sair ninguém mais vai precisar aguentar esse felipe melo etc
0;tiagoiesbick felipe melo mela o jogo da seleção brasileira e brasil está fora da copa do mundo 2010 #fdp
0;leviponto sério que acham que a culpa do dunga o felipe melo vai gostar disso
0;jon4um eu já sabia felipe melo expulso e #bra derrotado para a #ned de sneijder e robben tudo isso culpa do #dungaburro #copa2010
0;ruiterxs dunga burroooo tirou o michel e colocou gilberto perdeu a marcação do roben pela lateral dunga burro e o idiota do felipe melo infantil
0;finoartuso felipe melo o único jogador encontrado no fifa 2010 no winning eleven e no mortal kombat
0;fabinhotavaoli dunga burro felipe melo louco de pedra
0;lunynhaw felipe melo além de fazer um gol contra esse burrooo ainda da uma cavalada no cara expulso entregando o jogo dunga ñ deixade #sertambém
0;mathias_sk8 hsuahsuahuashu brasil perdeu ki massa dunga burro felipe melo filho da puta corno #vaibrasil
0;admjralmeida dunga acha lindo ter o felipe melo se espelhando nele discutindo com imprensa batendo foi expulso e burro tb belo exemplo de carrasco
0;adryelle_puente odeio essa baleia fdp como o dunga e o merda do felipe melo _|_
0;natdaher porraaaaa brasilllll decepcionada sem mais palavras felipe melo não deve voltar ao brasil nos próximos 4 anos
0;jade_oe mano a culpa não foi só do curintiano do felipe melo foi do dunga que não soube convca e coloco ele pra joga ué #simples
0;thiagocappi felipe melo o dunga de 90 vai ser capitão em 2014 e levantar a taça xingando os corneta1 s
0;leticiacoradi pra quem acha que o dunga um merda um fdp que o felipe melo um bosta e que o kaka não joga nada vão lá e fazem melhor
0;dyomenezes dunga deu sortesua estupidez será escondida pelo boi de piranha felipe melo rt @moaluza expulsão do felipe melo foi surpresa
0;iacira dunga se preocupou demais em estar bem vestidinho e esqueceu do banco de reserva para a seleção e deixou o nervosinho do felipe melo jogar
0;helbercardoso rt @nenetoconfusão no vestiário do #bra kaká acaba de chamar felipe melo de imaturo e o chamou de bôbo e feio
0;lethiciacris ronaldo critica no twitterfelipe melo não deve passar as férias no brasil
0;guig_o mais uma coisa eu tenho que dizer dunga e felipe melo seus filhos da puta vcs acabaram com meu plano infinity ate 2014 _l_ #vntc #fdp
0;"_username_gui nossa que lixo lixo julio cesar lixo felipe melo lixo jogadores pipoqueiros haha vamo uruguai &lt;3 haha;"
0;admjralmeida dunga acha lindo ter o felipe melo se espelhando nele discutindo com imprensa batendo foi expulso e burro tb belo exemplo de carrasco
0;only_igor felipe melo o único jogador encontrado no fifa 2010 no winning eleven e no mortal kombat realmente ele anda super popular
0;luciano_roiz culpa do mick jagger e menino de blusa amarela adeus hexa tadim do dunga
0;fabioclj e naum q ronaldinho nem ganso continua assim com felipe melo q vai longe ate a volta dunga burro
0;fabioclj e naum q ronaldinho nem ganso continua assim com felipe melo q vai longe ate a volta dunga burro
0;carolinesantos_ o felipe melo nao perdeu e nem fracassou sozinho nao uma selecao um grupo eles perdem e ganham juntos
0;leandrovalinhos parabens dunga ninguem sabia que o felipe melo seria expulso e que não haviam reservas a altura convenhamos nem titulares dunga burro
0;bebelhinha rt @todafantwilightdunga não tem culpa de nada só os iguinorantes que criam a tag dunga burro s otários culpem o felipe melo esquenta
0;clintongeeks agora sim eu posso dizerxôôô #bra perdeu graças ao dunga burro eu já sabia que felipe melo ia dar uma dessas faz tempo
1;rodurgel velho para de mete o pau no felipe melo ou no dunga oo quando ganha ganha todo mundo e quando perde a mesma coisa porra
